Year,Host_City,Host_Country,Country,M_Total,Men,Women,P_Total,Population,Latitude,Longtitude,Participation.Population,Discipline,Age,Country.1,Gender,Category,Count_Medal
1992,Barcelona,Spain,Pakistan,0,2,0,2,4326296,8.537981,-80.782127,30.81928128,Athletics,34,Germany,Male,Gold,0
1992,Barcelona,Spain,Pakistan,0,2,0,2,4326296,8.537981,-80.782127,30.81928128,Athletics,34,Germany,Male,Silver,0
1992,Barcelona,Spain,Pakistan,0,2,0,2,4326296,8.537981,-80.782127,30.81928128,Athletics,34,Germany,Male,Bronze,0
1992,Barcelona,Spain,Panama,3,2,0,2,37839255,51.919438,19.145136,3.52367755,Canoe Sprint,35,Islamic Republic of Iran,Female,Gold,1
1992,Barcelona,Spain,Panama,3,2,0,2,37839255,51.919438,19.145136,3.52367755,Canoe Sprint,35,Islamic Republic of Iran,Female,Silver,2
1992,Barcelona,Spain,Panama,3,2,0,2,37839255,51.919438,19.145136,3.52367755,Canoe Sprint,35,Islamic Republic of Iran,Female,Bronze,0
1992,Barcelona,Spain,Poland,32,36,4,40,10191409,39.399872,-8.224454,261.6582915,Wheelchair Basketball,29,Netherlands,Female,Gold,10
1992,Barcelona,Spain,Poland,32,36,4,40,10191409,39.399872,-8.224454,261.6582915,Wheelchair Basketball,29,Netherlands,Female,Silver,12
1992,Barcelona,Spain,Poland,32,36,4,40,10191409,39.399872,-8.224454,261.6582915,Wheelchair Basketball,29,Netherlands,Female,Bronze,10
1992,Barcelona,Spain,Portugal,9,26,4,30,2846860,18.220833,-66.590149,702.5283997,Athletics,34,Islamic Republic of Iran,Male,Gold,3
1992,Barcelona,Spain,Portugal,9,26,4,30,2846860,18.220833,-66.590149,702.5283997,Athletics,34,Islamic Republic of Iran,Male,Silver,3
1992,Barcelona,Spain,Portugal,9,26,4,30,2846860,18.220833,-66.590149,702.5283997,Athletics,34,Islamic Republic of Iran,Male,Bronze,3
1992,Barcelona,Spain,Puerto Rico,0,8,1,9,98453,-4.679574,55.491977,6094.278488,Shooting,42,Bosnia and Herzegovina,Male,Gold,0
1992,Barcelona,Spain,Puerto Rico,0,8,1,9,98453,-4.679574,55.491977,6094.278488,Shooting,42,Bosnia and Herzegovina,Male,Silver,0
1992,Barcelona,Spain,Puerto Rico,0,8,1,9,98453,-4.679574,55.491977,6094.278488,Shooting,42,Bosnia and Herzegovina,Male,Bronze,0
1992,Barcelona,Spain,Seychelles,0,2,0,2,5858322,1.352083,103.819836,22.75964574,Swimming,25,Philippines,Male,Gold,0
1992,Barcelona,Spain,Seychelles,0,2,0,2,5858322,1.352083,103.819836,22.75964574,Swimming,25,Philippines,Male,Silver,0
1992,Barcelona,Spain,Seychelles,0,2,0,2,5858322,1.352083,103.819836,22.75964574,Swimming,25,Philippines,Male,Bronze,0
1992,Barcelona,Spain,Singapore,0,3,1,4,2078989,46.151241,14.995463,128.2674736,Swimming,22,Brazil,Male,Gold,0
1992,Barcelona,Spain,Singapore,0,3,1,4,2078989,46.151241,14.995463,128.2674736,Swimming,22,Brazil,Male,Silver,0
1992,Barcelona,Spain,Singapore,0,3,1,4,2078989,46.151241,14.995463,128.2674736,Swimming,22,Brazil,Male,Bronze,0
1992,Barcelona,Spain,Slovenia,3,7,1,8,59436725,-30.559482,22.937506,8.973127866,Wheelchair Basketball,42,Algeria,Female,Gold,2
1992,Barcelona,Spain,Slovenia,3,7,1,8,59436725,-30.559482,22.937506,8.973127866,Wheelchair Basketball,42,Algeria,Female,Silver,0
1992,Barcelona,Spain,Slovenia,3,7,1,8,59436725,-30.559482,22.937506,8.973127866,Wheelchair Basketball,42,Algeria,Female,Bronze,1
1992,Barcelona,Spain,South Africa,8,9,1,10,46757980,40.463667,-3.74922,14.25781581,Athletics,17,Tunisia,Female,Gold,4
1992,Barcelona,Spain,South Africa,8,9,1,10,46757980,40.463667,-3.74922,14.25781581,Athletics,17,Tunisia,Female,Silver,1
1992,Barcelona,Spain,South Africa,8,9,1,10,46757980,40.463667,-3.74922,14.25781581,Athletics,17,Tunisia,Female,Bronze,3
1992,Barcelona,Spain,Spain,107,167,66,233,10110233,60.128161,18.643501,1536.397166,Goalball,46,Algeria,Male,Gold,34
1992,Barcelona,Spain,Spain,107,167,66,233,10110233,60.128161,18.643501,1536.397166,Goalball,46,Algeria,Male,Silver,31
1992,Barcelona,Spain,Spain,107,167,66,233,10110233,60.128161,18.643501,1536.397166,Goalball,46,Algeria,Male,Bronze,42
1992,Barcelona,Spain,Sweden,38,72,27,99,8665615,46.818188,8.227512,761.6308825,Swimming,32,RPC,Male,Gold,7
1992,Barcelona,Spain,Sweden,38,72,27,99,8665615,46.818188,8.227512,761.6308825,Swimming,32,RPC,Male,Silver,22
1992,Barcelona,Spain,Sweden,38,72,27,99,8665615,46.818188,8.227512,761.6308825,Swimming,32,RPC,Male,Bronze,9
1992,Barcelona,Spain,Switzerland,35,36,5,41,17500658,34.8149,39.0465,156.1846036,Wheelchair Basketball,31,United States of America,Male,Gold,6
1992,Barcelona,Spain,Switzerland,35,36,5,41,17500658,34.8149,39.0465,156.1846036,Wheelchair Basketball,31,United States of America,Male,Silver,16
1992,Barcelona,Spain,Switzerland,35,36,5,41,17500658,34.8149,39.0465,156.1846036,Wheelchair Basketball,31,United States of America,Male,Bronze,13
1992,Barcelona,Spain,Syrian Arab Republic,0,2,0,2,60012400,-6.369028,34.888822,2.221763058,Wheelchair Basketball,24,Great Britain,Female,Gold,0
1992,Barcelona,Spain,Syrian Arab Republic,0,2,0,2,60012400,-6.369028,34.888822,2.221763058,Wheelchair Basketball,24,Great Britain,Female,Silver,0
1992,Barcelona,Spain,Syrian Arab Republic,0,2,0,2,60012400,-6.369028,34.888822,2.221763058,Wheelchair Basketball,24,Great Britain,Female,Bronze,0
1992,Barcelona,Spain,Tanzania,0,1,0,1,69830779,15.870032,100.992541,0.954688858,Sitting Volleyball,30,Italy,Female,Gold,0
1992,Barcelona,Spain,Tanzania,0,1,0,1,69830779,15.870032,100.992541,0.954688858,Sitting Volleyball,30,Italy,Female,Silver,0
1992,Barcelona,Spain,Tanzania,0,1,0,1,69830779,15.870032,100.992541,0.954688858,Sitting Volleyball,30,Italy,Female,Bronze,0
1992,Barcelona,Spain,Thailand,1,5,0,5,11839918,33.886917,9.537499,28.15334813,Cycling Road,37,Spain,Male,Gold,0
1992,Barcelona,Spain,Thailand,1,5,0,5,11839918,33.886917,9.537499,28.15334813,Cycling Road,37,Spain,Male,Silver,0
1992,Barcelona,Spain,Thailand,1,5,0,5,11839918,33.886917,9.537499,28.15334813,Cycling Road,37,Spain,Male,Bronze,1
1992,Barcelona,Spain,Tunisia,0,1,0,1,84495243,38.963745,35.243322,0.788999052,Cycling Track,37,Spain,Male,Gold,0
1992,Barcelona,Spain,Tunisia,0,1,0,1,84495243,38.963745,35.243322,0.788999052,Cycling Track,37,Spain,Male,Silver,0
1992,Barcelona,Spain,Tunisia,0,1,0,1,84495243,38.963745,35.243322,0.788999052,Cycling Track,37,Spain,Male,Bronze,0
1992,Barcelona,Spain,Turkey,0,1,0,1,9910892,23.424076,53.847818,6.726606108,Goalball,25,Israel,Female,Gold,0
1992,Barcelona,Spain,Turkey,0,1,0,1,9910892,23.424076,53.847818,6.726606108,Goalball,25,Israel,Female,Silver,0
1992,Barcelona,Spain,Turkey,0,1,0,1,9910892,23.424076,53.847818,6.726606108,Goalball,25,Israel,Female,Bronze,0
1992,Barcelona,Spain,Unified Team,45,50,11,61,331341050,37.09024,-95.712891,12.27335601,Athletics,34,Tunisia,Female,Gold,16
1992,Barcelona,Spain,Unified Team,45,50,11,61,331341050,37.09024,-95.712891,12.27335601,Athletics,34,Tunisia,Female,Silver,14
1992,Barcelona,Spain,Unified Team,45,50,11,61,331341050,37.09024,-95.712891,12.27335601,Athletics,34,Tunisia,Female,Bronze,15
1992,Barcelona,Spain,United Arab Emirates,0,1,0,1,3475842,-32.522779,-55.765835,19.18000492,Athletics,25,Tunisia,Female,Gold,0
1992,Barcelona,Spain,United Arab Emirates,0,1,0,1,3475842,-32.522779,-55.765835,19.18000492,Athletics,25,Tunisia,Female,Silver,0
1992,Barcelona,Spain,United Arab Emirates,0,1,0,1,3475842,-32.522779,-55.765835,19.18000492,Athletics,25,Tunisia,Female,Bronze,0
1992,Barcelona,Spain,United States of America,175,264,90,354,28421581,6.42375,-66.58973,830.3549335,Athletics,27,Tunisia,Female,Gold,75
1992,Barcelona,Spain,United States of America,175,264,90,354,28421581,6.42375,-66.58973,830.3549335,Athletics,27,Tunisia,Female,Silver,52
1992,Barcelona,Spain,United States of America,175,264,90,354,28421581,6.42375,-66.58973,830.3549335,Athletics,27,Tunisia,Female,Bronze,48
1992,Barcelona,Spain,Uruguay,0,2,0,2,29935468,15.552727,48.516388,4.45402535,Athletics,25,Tunisia,Male,Gold,0
1992,Barcelona,Spain,Uruguay,0,2,0,2,29935468,15.552727,48.516388,4.45402535,Athletics,25,Tunisia,Male,Silver,0
1992,Barcelona,Spain,Uruguay,0,2,0,2,29935468,15.552727,48.516388,4.45402535,Athletics,25,Tunisia,Male,Bronze,0
1992,Barcelona,Spain,Venezuela,1,9,1,10,39074280,33.93911,67.709953,17.06152146,Canoe Sprint,25,Brazil,Female,Gold,0
1992,Barcelona,Spain,Venezuela,1,9,1,10,39074280,33.93911,67.709953,17.06152146,Canoe Sprint,25,Brazil,Female,Silver,0
1992,Barcelona,Spain,Venezuela,1,9,1,10,39074280,33.93911,67.709953,17.06152146,Canoe Sprint,25,Brazil,Female,Bronze,1
1992,Barcelona,Spain,Yemen,0,3,0,3,43984569,28.033886,1.659626,4.547049216,Rowing,51,Spain,Female,Gold,0
1992,Barcelona,Spain,Yemen,0,3,0,3,43984569,28.033886,1.659626,4.547049216,Rowing,51,Spain,Female,Silver,0
1992,Barcelona,Spain,Yemen,0,3,0,3,43984569,28.033886,1.659626,4.547049216,Rowing,51,Spain,Female,Bronze,0
1996,Atlanta,United States of America,Afghanistan,0,2,0,2,33032075,-11.202692,17.873887,4.036480703,Archery,47,United States of America,Male,Gold,0
1996,Atlanta,United States of America,Afghanistan,0,2,0,2,33032075,-11.202692,17.873887,4.036480703,Archery,47,United States of America,Male,Silver,0
1996,Atlanta,United States of America,Afghanistan,0,2,0,2,33032075,-11.202692,17.873887,4.036480703,Archery,47,United States of America,Male,Bronze,0
1996,Atlanta,United States of America,Algeria,7,9,0,9,45267449,-38.416097,-63.616672,13.25455738,Swimming,17,Canada,Male,Gold,2
1996,Atlanta,United States of America,Algeria,7,9,0,9,45267449,-38.416097,-63.616672,13.25455738,Swimming,17,Canada,Male,Silver,2
1996,Atlanta,United States of America,Algeria,7,9,0,9,45267449,-38.416097,-63.616672,13.25455738,Swimming,17,Canada,Male,Bronze,3
1996,Atlanta,United States of America,Angola,0,2,0,2,2964219,40.069099,45.038189,44.98093202,Rowing,40,France,Female,Gold,0
1996,Atlanta,United States of America,Angola,0,2,0,2,2964219,40.069099,45.038189,44.98093202,Rowing,40,France,Female,Silver,0
1996,Atlanta,United States of America,Angola,0,2,0,2,2964219,40.069099,45.038189,44.98093202,Rowing,40,France,Female,Bronze,0
1996,Atlanta,United States of America,Argentina,9,49,7,56,25550683,-25.274398,133.775136,146.1148155,Wheelchair Basketball,29,Algeria,Male,Gold,2
1996,Atlanta,United States of America,Argentina,9,49,7,56,25550683,-25.274398,133.775136,146.1148155,Wheelchair Basketball,29,Algeria,Male,Silver,5
1996,Atlanta,United States of America,Argentina,9,49,7,56,25550683,-25.274398,133.775136,146.1148155,Wheelchair Basketball,29,Algeria,Male,Bronze,2
1996,Atlanta,United States of America,Armenia,0,5,0,5,9015361,47.516231,14.550072,36.97393075,Athletics,29,Germany,Female,Gold,0
1996,Atlanta,United States of America,Armenia,0,5,0,5,9015361,47.516231,14.550072,36.97393075,Athletics,29,Germany,Female,Silver,0
1996,Atlanta,United States of America,Armenia,0,5,0,5,9015361,47.516231,14.550072,36.97393075,Athletics,29,Germany,Female,Bronze,0
1996,Atlanta,United States of America,Australia,106,99,62,161,10154978,40.143105,47.576927,1056.952889,Powerlifting,35,Brazil,Male,Gold,42
1996,Atlanta,United States of America,Australia,106,99,62,161,10154978,40.143105,47.576927,1056.952889,Powerlifting,35,Brazil,Male,Silver,37
1996,Atlanta,United States of America,Australia,106,99,62,161,10154978,40.143105,47.576927,1056.952889,Powerlifting,35,Brazil,Male,Bronze,27
1996,Atlanta,United States of America,Austria,22,44,5,49,1711057,25.930414,50.637772,1909.151283,Goalball,34,Algeria,Male,Gold,6
1996,Atlanta,United States of America,Austria,22,44,5,49,1711057,25.930414,50.637772,1909.151283,Goalball,34,Algeria,Male,Silver,6
1996,Atlanta,United States of America,Austria,22,44,5,49,1711057,25.930414,50.637772,1909.151283,Goalball,34,Algeria,Male,Bronze,10
1996,Atlanta,United States of America,Azerbaijan,0,2,0,2,9448772,53.709807,27.953389,14.11118115,Canoe Sprint,53,Israel,Female,Gold,0
1996,Atlanta,United States of America,Azerbaijan,0,2,0,2,9448772,53.709807,27.953389,14.11118115,Canoe Sprint,53,Israel,Female,Silver,0
1996,Atlanta,United States of America,Azerbaijan,0,2,0,2,9448772,53.709807,27.953389,14.11118115,Canoe Sprint,53,Israel,Female,Bronze,0
1996,Atlanta,United States of America,Bahrain,0,6,0,6,11598451,50.503887,4.469936,34.48736387,Wheelchair Tennis,37,Israel,Male,Gold,0
1996,Atlanta,United States of America,Bahrain,0,6,0,6,11598451,50.503887,4.469936,34.48736387,Wheelchair Tennis,37,Israel,Male,Silver,0
1996,Atlanta,United States of America,Bahrain,0,6,0,6,11598451,50.503887,4.469936,34.48736387,Wheelchair Tennis,37,Israel,Male,Bronze,0
1996,Atlanta,United States of America,Belarus,13,11,4,15,62237,32.321384,-64.75737,16067.61251,Cycling Road,52,United States of America,Male,Gold,3
1996,Atlanta,United States of America,Belarus,13,11,4,15,62237,32.321384,-64.75737,16067.61251,Cycling Road,52,United States of America,Male,Silver,3
1996,Atlanta,United States of America,Belarus,13,11,4,15,62237,32.321384,-64.75737,16067.61251,Cycling Road,52,United States of America,Male,Bronze,7
1996,Atlanta,United States of America,Belgium,25,32,6,38,3277152,43.915886,17.679076,773.0289389,Cycling Track,52,United States of America,Male,Gold,8
1996,Atlanta,United States of America,Belgium,25,32,6,38,3277152,43.915886,17.679076,773.0289389,Cycling Track,52,United States of America,Male,Silver,10
1996,Atlanta,United States of America,Belgium,25,32,6,38,3277152,43.915886,17.679076,773.0289389,Cycling Track,52,United States of America,Male,Bronze,7
1996,Atlanta,United States of America,Bermuda,0,0,2,2,212821986,-14.235004,-51.92528,0.626501687,Swimming,23,Ukraine,Female,Gold,0
1996,Atlanta,United States of America,Bermuda,0,0,2,2,212821986,-14.235004,-51.92528,0.626501687,Swimming,23,Ukraine,Female,Silver,0
1996,Atlanta,United States of America,Bermuda,0,0,2,2,212821986,-14.235004,-51.92528,0.626501687,Swimming,23,Ukraine,Female,Bronze,0
1996,Atlanta,United States of America,Bosnia and Herzegovina,0,3,0,3,6939018,42.733883,25.48583,28.82252215,Shooting,39,RPC,Female,Gold,0
1996,Atlanta,United States of America,Bosnia and Herzegovina,0,3,0,3,6939018,42.733883,25.48583,28.82252215,Shooting,39,RPC,Female,Silver,0
1996,Atlanta,United States of America,Bosnia and Herzegovina,0,3,0,3,6939018,42.733883,25.48583,28.82252215,Shooting,39,RPC,Female,Bronze,0
1996,Atlanta,United States of America,Brazil,21,41,19,60,20997293,12.238333,-1.561593,190.5007469,Athletics,19,Argentina,Female,Gold,2
1996,Atlanta,United States of America,Brazil,21,41,19,60,20997293,12.238333,-1.561593,190.5007469,Athletics,19,Argentina,Female,Silver,6
1996,Atlanta,United States of America,Brazil,21,41,19,60,20997293,12.238333,-1.561593,190.5007469,Athletics,19,Argentina,Female,Bronze,13
1996,Atlanta,United States of America,Bulgaria,2,4,2,6,37799407,56.130366,-106.346771,10.58217659,Wheelchair Basketball,21,Germany,Female,Gold,0
1996,Atlanta,United States of America,Bulgaria,2,4,2,6,37799407,56.130366,-106.346771,10.58217659,Wheelchair Basketball,21,Germany,Female,Silver,1
1996,Atlanta,United States of America,Bulgaria,2,4,2,6,37799407,56.130366,-106.346771,10.58217659,Wheelchair Basketball,21,Germany,Female,Bronze,1
1996,Atlanta,United States of America,Burkina Faso,0,3,0,3,19144605,-35.675147,-71.542969,10.44680734,Athletics,36,Latvia,Male,Gold,0
1996,Atlanta,United States of America,Burkina Faso,0,3,0,3,19144605,-35.675147,-71.542969,10.44680734,Athletics,36,Latvia,Male,Silver,0
1996,Atlanta,United States of America,Burkina Faso,0,3,0,3,19144605,-35.675147,-71.542969,10.44680734,Athletics,36,Latvia,Male,Bronze,0
1996,Atlanta,United States of America,Canada,69,94,38,132,1440297825,35.86166,104.195397,6.109847455,Powerlifting,28,RPC,Female,Gold,24
1996,Atlanta,United States of America,Canada,69,94,38,132,1440297825,35.86166,104.195397,6.109847455,Powerlifting,28,RPC,Female,Silver,21
1996,Atlanta,United States of America,Canada,69,94,38,132,1440297825,35.86166,104.195397,6.109847455,Powerlifting,28,RPC,Female,Bronze,24
1996,Atlanta,United States of America,Chile,0,2,0,2,23816775,25.105497,121.597366,5.598295039,Football 5-a-side,34,Morocco,Male,Gold,0
1996,Atlanta,United States of America,Chile,0,2,0,2,23816775,25.105497,121.597366,5.598295039,Football 5-a-side,34,Morocco,Male,Silver,0
1996,Atlanta,United States of America,Chile,0,2,0,2,23816775,25.105497,121.597366,5.598295039,Football 5-a-side,34,Morocco,Male,Bronze,0
1996,Atlanta,United States of America,People's Republic of China,39,27,10,37,50976248,4.570868,-74.297333,48.38854885,Swimming,20,Venezuela,Male,Gold,16
1996,Atlanta,United States of America,People's Republic of China,39,27,10,37,50976248,4.570868,-74.297333,48.38854885,Swimming,20,Venezuela,Male,Silver,13
1996,Atlanta,United States of America,People's Republic of China,39,27,10,37,50976248,4.570868,-74.297333,48.38854885,Swimming,20,Venezuela,Male,Bronze,10
1996,Atlanta,United States of America,Chinese Taipei,3,13,1,14,26486282,7.539989,-5.54708,35.23836729,Athletics,24,Colombia,Male,Gold,1
1996,Atlanta,United States of America,Chinese Taipei,3,13,1,14,26486282,7.539989,-5.54708,35.23836729,Athletics,24,Colombia,Male,Silver,0
1996,Atlanta,United States of America,Chinese Taipei,3,13,1,14,26486282,7.539989,-5.54708,35.23836729,Athletics,24,Colombia,Male,Bronze,2
1996,Atlanta,United States of America,Colombia,0,2,0,2,4100719,45.1,15.2,32.51462325,Wheelchair Tennis,25,Colombia,Female,Gold,0
1996,Atlanta,United States of America,Colombia,0,2,0,2,4100719,45.1,15.2,32.51462325,Wheelchair Tennis,25,Colombia,Female,Silver,0
1996,Atlanta,United States of America,Colombia,0,2,0,2,4100719,45.1,15.2,32.51462325,Wheelchair Tennis,25,Colombia,Female,Bronze,0
1996,Atlanta,United States of America,Côte d'Ivoire,2,2,0,2,11325391,21.521757,-77.781167,11.7729563,Rowing,23,Italy,Male,Gold,2
1996,Atlanta,United States of America,Côte d'Ivoire,2,2,0,2,11325391,21.521757,-77.781167,11.7729563,Rowing,23,Italy,Male,Silver,0
1996,Atlanta,United States of America,Côte d'Ivoire,2,2,0,2,11325391,21.521757,-77.781167,11.7729563,Rowing,23,Italy,Male,Bronze,0
1996,Atlanta,United States of America,Croatia,0,2,3,5,1208886,35.126413,33.429859,275.735953,Swimming,26,Italy,Female,Gold,0
1996,Atlanta,United States of America,Croatia,0,2,3,5,1208886,35.126413,33.429859,275.735953,Swimming,26,Italy,Female,Silver,0
1996,Atlanta,United States of America,Croatia,0,2,3,5,1208886,35.126413,33.429859,275.735953,Swimming,26,Italy,Female,Bronze,0
1996,Atlanta,United States of America,Cuba,11,9,1,10,10712481,49.817492,15.472962,62.2327047,Athletics,41,Algeria,Male,Gold,8
1996,Atlanta,United States of America,Cuba,11,9,1,10,10712481,49.817492,15.472962,62.2327047,Athletics,41,Algeria,Male,Silver,3
1996,Atlanta,United States of America,Cuba,11,9,1,10,10712481,49.817492,15.472962,62.2327047,Athletics,41,Algeria,Male,Bronze,0
1996,Atlanta,United States of America,Cyprus,0,4,0,4,5795780,56.26392,9.501785,46.01048809,Table Tennis,20,France,Male,Gold,0
1996,Atlanta,United States of America,Cyprus,0,4,0,4,5795780,56.26392,9.501785,46.01048809,Table Tennis,20,France,Male,Silver,0
1996,Atlanta,United States of America,Cyprus,0,4,0,4,5795780,56.26392,9.501785,46.01048809,Table Tennis,20,France,Male,Bronze,0
1996,Atlanta,United States of America,Czech Republic,10,36,7,43,10866667,18.735693,-70.162651,263.8036729,Athletics,25,France,Male,Gold,2
1996,Atlanta,United States of America,Czech Republic,10,36,7,43,10866667,18.735693,-70.162651,263.8036729,Athletics,25,France,Male,Silver,7
1996,Atlanta,United States of America,Czech Republic,10,36,7,43,10866667,18.735693,-70.162651,263.8036729,Athletics,25,France,Male,Bronze,1
1996,Atlanta,United States of America,Denmark,41,25,20,45,17688599,-1.831239,-78.183406,169.6007694,Swimming,25,Canada,Female,Gold,7
1996,Atlanta,United States of America,Denmark,41,25,20,45,17688599,-1.831239,-78.183406,169.6007694,Swimming,25,Canada,Female,Silver,17
1996,Atlanta,United States of America,Denmark,41,25,20,45,17688599,-1.831239,-78.183406,169.6007694,Swimming,25,Canada,Female,Bronze,17
1996,Atlanta,United States of America,Dominican Republic,1,2,0,2,102659126,26.820553,30.802498,1.298796693,Wheelchair Basketball,21,Canada,Female,Gold,1
1996,Atlanta,United States of America,Dominican Republic,1,2,0,2,102659126,26.820553,30.802498,1.298796693,Wheelchair Basketball,21,Canada,Female,Silver,0
1996,Atlanta,United States of America,Dominican Republic,1,2,0,2,102659126,26.820553,30.802498,1.298796693,Wheelchair Basketball,21,Canada,Female,Bronze,0
1996,Atlanta,United States of America,Ecuador,0,2,0,2,1326693,58.595272,25.013607,100.5005177,Athletics,21,Brazil,Male,Gold,0
1996,Atlanta,United States of America,Ecuador,0,2,0,2,1326693,58.595272,25.013607,100.5005177,Athletics,21,Brazil,Male,Silver,0
1996,Atlanta,United States of America,Ecuador,0,2,0,2,1326693,58.595272,25.013607,100.5005177,Athletics,21,Brazil,Male,Bronze,0
1996,Atlanta,United States of America,Egypt,30,26,5,31,48678,61.892635,-6.911806,42455.86644,Wheelchair Basketball,36,Germany,Male,Gold,8
1996,Atlanta,United States of America,Egypt,30,26,5,31,48678,61.892635,-6.911806,42455.86644,Wheelchair Basketball,36,Germany,Male,Silver,11
1996,Atlanta,United States of America,Egypt,30,26,5,31,48678,61.892635,-6.911806,42455.86644,Wheelchair Basketball,36,Germany,Male,Bronze,11
1996,Atlanta,United States of America,Estonia,9,2,8,10,897573,-16.578193,179.414413,742.7436728,Cycling Road,21,Colombia,Male,Gold,3
1996,Atlanta,United States of America,Estonia,9,2,8,10,897573,-16.578193,179.414413,742.7436728,Cycling Road,21,Colombia,Male,Silver,4
1996,Atlanta,United States of America,Estonia,9,2,8,10,897573,-16.578193,179.414413,742.7436728,Cycling Road,21,Colombia,Male,Bronze,2
1996,Atlanta,United States of America,Faroe Islands,0,0,1,1,5542237,61.92411,25.748151,12.02883721,Swimming,17,Australia,Male,Gold,0
1996,Atlanta,United States of America,Faroe Islands,0,0,1,1,5542237,61.92411,25.748151,12.02883721,Swimming,17,Australia,Male,Silver,0
1996,Atlanta,United States of America,Faroe Islands,0,0,1,1,5542237,61.92411,25.748151,12.02883721,Swimming,17,Australia,Male,Bronze,0
1996,Atlanta,United States of America,Fiji,0,2,0,2,65298930,46.227638,2.213749,2.041891549,Badminton,24,Great Britain,Male,Gold,0
1996,Atlanta,United States of America,Fiji,0,2,0,2,65298930,46.227638,2.213749,2.041891549,Badminton,24,Great Britain,Male,Silver,0
1996,Atlanta,United States of America,Fiji,0,2,0,2,65298930,46.227638,2.213749,2.041891549,Badminton,24,Great Britain,Male,Bronze,0
1996,Atlanta,United States of America,Finland,13,53,12,65,83830972,51.165691,10.451526,51.69131682,Swimming,31,Italy,Male,Gold,4
1996,Atlanta,United States of America,Finland,13,53,12,65,83830972,51.165691,10.451526,51.69131682,Swimming,31,Italy,Male,Silver,5
1996,Atlanta,United States of America,Finland,13,53,12,65,83830972,51.165691,10.451526,51.69131682,Swimming,31,Italy,Male,Bronze,4
1996,Atlanta,United States of America,France,95,122,25,147,67948282,55.378051,-3.435973,144.2273404,Wheelchair Fencing,35,Italy,Male,Gold,35
1996,Atlanta,United States of America,France,95,122,25,147,67948282,55.378051,-3.435973,144.2273404,Wheelchair Fencing,35,Italy,Male,Silver,29
1996,Atlanta,United States of America,France,95,122,25,147,67948282,55.378051,-3.435973,144.2273404,Wheelchair Fencing,35,Italy,Male,Bronze,31
1996,Atlanta,United States of America,Germany,149,153,78,231,10413936,39.074208,21.824312,1478.787655,Powerlifting,30,Algeria,Male,Gold,40
1996,Atlanta,United States of America,Germany,149,153,78,231,10413936,39.074208,21.824312,1478.787655,Powerlifting,30,Algeria,Male,Silver,58
1996,Atlanta,United States of America,Germany,149,153,78,231,10413936,39.074208,21.824312,1478.787655,Powerlifting,30,Algeria,Male,Bronze,51
1996,Atlanta,United States of America,Great Britain,122,165,83,248,9931333,15.199999,-86.241905,1664.764774,Triathlon,34,Australia,Male,Gold,39
1996,Atlanta,United States of America,Great Britain,122,165,83,248,9931333,15.199999,-86.241905,1664.764774,Triathlon,34,Australia,Male,Silver,42
1996,Atlanta,United States of America,Great Britain,122,165,83,248,9931333,15.199999,-86.241905,1664.764774,Triathlon,34,Australia,Male,Bronze,41
1996,Atlanta,United States of America,Greece,5,16,0,16,7507523,22.396428,114.109497,142.0797068,Shooting,44,Great Britain,Male,Gold,1
1996,Atlanta,United States of America,Greece,5,16,0,16,7507523,22.396428,114.109497,142.0797068,Shooting,44,Great Britain,Male,Silver,1
1996,Atlanta,United States of America,Greece,5,16,0,16,7507523,22.396428,114.109497,142.0797068,Shooting,44,Great Britain,Male,Bronze,3
1996,Atlanta,United States of America,Honduras,0,2,0,2,9655983,47.162494,19.503304,13.80836455,Powerlifting,37,Algeria,Male,Gold,0
1996,Atlanta,United States of America,Honduras,0,2,0,2,9655983,47.162494,19.503304,13.80836455,Powerlifting,37,Algeria,Male,Silver,0
1996,Atlanta,United States of America,Honduras,0,2,0,2,9655983,47.162494,19.503304,13.80836455,Powerlifting,37,Algeria,Male,Bronze,0
1996,Atlanta,United States of America,"Hong Kong, China",15,19,5,24,341628,64.963051,-19.020835,4683.45686,Taekwondo,30,Brazil,Female,Gold,5
1996,Atlanta,United States of America,"Hong Kong, China",15,19,5,24,341628,64.963051,-19.020835,4683.45686,Taekwondo,30,Brazil,Female,Silver,5
1996,Atlanta,United States of America,"Hong Kong, China",15,19,5,24,341628,64.963051,-19.020835,4683.45686,Taekwondo,30,Brazil,Female,Bronze,5
1996,Atlanta,United States of America,Hungary,10,32,10,42,1382345085,20.593684,78.96288,2.025543426,Badminton,32,India,Male,Gold,5
1996,Atlanta,United States of America,Hungary,10,32,10,42,1382345085,20.593684,78.96288,2.025543426,Badminton,32,India,Male,Silver,2
1996,Atlanta,United States of America,Hungary,10,32,10,42,1382345085,20.593684,78.96288,2.025543426,Badminton,32,India,Male,Bronze,3
1996,Atlanta,United States of America,Iceland,14,6,4,10,274021604,-0.789275,113.921327,2.432898198,Athletics,23,India,Male,Gold,5
1996,Atlanta,United States of America,Iceland,14,6,4,10,274021604,-0.789275,113.921327,2.432898198,Athletics,23,India,Male,Silver,4
1996,Atlanta,United States of America,Iceland,14,6,4,10,274021604,-0.789275,113.921327,2.432898198,Athletics,23,India,Male,Bronze,5
1996,Atlanta,United States of America,India,0,9,0,9,84176929,32.427908,53.688046,7.127843782,Athletics,25,India,Male,Gold,0
